K,T,S0,iv,type
257.5,0.01643835616438356,278.28,0.47363807617187503,call
260.0,0.01643835616438356,278.28,0.3742738354492187,call
262.5,0.01643835616438356,278.28,0.3813538427734374,call
265.0,0.01643835616438356,278.28,0.3259344750976562,call
267.5,0.01643835616438356,278.28,0.282233740234375,call
270.0,0.01643835616438356,278.28,0.2564771618652344,call
272.5,0.01643835616438356,278.28,0.2442702526855469,call
275.0,0.01643835616438356,278.28,0.21973436523437498,call
277.5,0.01643835616438356,278.28,0.20813780151367184,call
280.0,0.01643835616438356,278.28,0.1966633068847656,call
282.5,0.01643835616438356,278.28,0.1914143359375,call
285.0,0.01643835616438356,278.28,0.18946123046875002,call
287.5,0.01643835616438356,278.28,0.19068192138671874,call
290.0,0.01643835616438356,278.28,0.1948322705078125,call
292.5,0.01643835616438356,278.28,0.20215641601562498,call
295.0,0.01643835616438356,278.28,0.20996883789062498,call
300.0,0.01643835616438356,278.28,0.24024197265624997,call
305.0,0.01643835616438356,278.28,0.2617261328125,call
310.0,0.01643835616438356,278.28,0.28125718749999995,call
315.0,0.01643835616438356,278.28,0.35938140625,call
320.0,0.01643835616438356,278.28,0.41211525390625,call
325.0,0.01643835616438356,278.28,0.39063109375,call
330.0,0.01643835616438356,278.28,0.42188078125,call
335.0,0.01643835616438356,278.28,0.46094289062500005,call
340.0,0.01643835616438356,278.28,0.49219257812500006,call
345.0,0.01643835616438356,278.28,0.500005,call
350.0,0.01643835616438356,278.28,0.5312546875,call
360.0,0.01643835616438356,278.28,0.6171913281250001,call
370.0,0.01643835616438356,278.28,0.64062859375,call
380.0,0.01643835616438356,278.28,0.6875031250000001,call
390.0,0.01643835616438356,278.28,0.7500025,call
400.0,0.01643835616438356,278.28,0.79687703125,call
410.0,0.01643835616438356,278.28,0.8437515624999999,call
420.0,0.01643835616438356,278.28,0.9062509375,call
430.0,0.01643835616438356,278.28,0.937500625,call
440.0,0.01643835616438356,278.28,0.98437515625,call
450.0,0.01643835616438356,278.28,1.0312548437500002,call
110.0,0.03561643835616438,278.28,2.761721845703125,call
120.0,0.03561643835616438,278.28,2.5273474316406244,call
125.0,0.03561643835616438,278.28,2.4179727050781246,call
150.0,0.03561643835616438,278.28,1.6767594287109375,call
155.0,0.03561643835616438,278.28,1.25390998046875,call
170.0,0.03561643835616438,278.28,0.937500625,call
180.0,0.03561643835616438,278.28,0.8789074609374999,call
185.0,0.03561643835616438,278.28,0.8281267187499999,call
190.0,0.03561643835616438,278.28,0.80664255859375,call
195.0,0.03561643835616438,278.28,0.8320329296874999,call
200.0,0.03561643835616438,278.28,0.7929708203125,call
205.0,0.03561643835616438,278.28,0.6806672558593752,call
210.0,0.03561643835616438,278.28,0.700198310546875,call
215.0,0.03561643835616438,278.28,0.6777375976562501,call
220.0,0.03561643835616438,278.28,0.5991251025390626,call
225.0,0.03561643835616438,278.28,0.5581098876953126,call
230.0,0.03561643835616438,278.28,0.508793974609375,call
235.0,0.03561643835616438,278.28,0.5239305419921875,call
240.0,0.03561643835616438,278.28,0.5671430004882813,call
245.0,0.03561643835616438,278.28,0.5120898400878906,call
250.0,0.03561643835616438,278.28,0.4351863122558594,call
255.0,0.03561643835616438,278.28,0.38440557006835935,call
260.0,0.03561643835616438,278.28,0.2954172021484375,call
265.0,0.03561643835616438,278.28,0.25830819824218754,call
270.0,0.03561643835616438,278.28,0.23670196899414062,call
275.0,0.03561643835616438,278.28,0.2043536596679687,call
280.0,0.03561643835616438,278.28,0.18811847045898436,call
282.5,0.03561643835616438,278.28,0.1915364050292969,call
285.0,0.03561643835616438,278.28,0.17737639038085937,call
290.0,0.03561643835616438,278.28,0.1757894921875,call
295.0,0.03561643835616438,278.28,0.180672255859375,call
300.0,0.03561643835616438,278.28,0.1914143359375,call
305.0,0.03561643835616438,278.28,0.20801573242187496,call
310.0,0.03561643835616438,278.28,0.22461712890624996,call
315.0,0.03561643835616438,278.28,0.28711650390624993,call
320.0,0.03561643835616438,278.28,0.36377589355468753,call
325.0,0.03561643835616438,278.28,0.27735097656249996,call
330.0,0.03561643835616438,278.28,0.3007882421875,call
335.0,0.03561643835616438,278.28,0.4414118359375,call
340.0,0.03561643835616438,278.28,0.48730981445312505,call
345.0,0.03561643835616438,278.28,0.516606396484375,call
350.0,0.03561643835616438,278.28,0.5459029785156251,call
355.0,0.03561643835616438,278.28,0.523442265625,call
360.0,0.03561643835616438,278.28,0.5498091894531252,call
365.0,0.03561643835616438,278.28,0.5751995605468749,call
370.0,0.03561643835616438,278.28,0.5996133789062501,call
380.0,0.03561643835616438,278.28,0.648441015625,call
385.0,0.03561643835616438,278.28,0.6718782812500002,call
400.0,0.03561643835616438,278.28,0.7402369726562499,call
145.0,0.0547945205479452,278.28,1.303714418945312,call
150.0,0.0547945205479452,278.28,1.23047259765625,call
170.0,0.0547945205479452,278.28,1.0244189404296877,call
175.0,0.0547945205479452,278.28,0.9794923925781251,call
190.0,0.0547945205479452,278.28,0.7675804492187501,call
195.0,0.0547945205479452,278.28,0.79687703125,call
200.0,0.0547945205479452,278.28,0.7543969873046875,call
205.0,0.0547945205479452,278.28,0.694338994140625,call
210.0,0.0547945205479452,278.28,0.6638217211914064,call
215.0,0.0547945205479452,278.28,0.6215858154296876,call
220.0,0.0547945205479452,278.28,0.5708050732421875,call
225.0,0.0547945205479452,278.28,0.5293015820312501,call
230.0,0.0547945205479452,278.28,0.5627485131835939,call
235.0,0.0547945205479452,278.28,0.5280808911132813,call
240.0,0.0547945205479452,278.28,0.5816692224121094,call
245.0,0.0547945205479452,278.28,0.46753462158203124,call
250.0,0.0547945205479452,278.28,0.39563592651367196,call
255.0,0.0547945205479452,278.28,0.3394841442871094,call
260.0,0.0547945205479452,278.28,0.28626202026367187,call
265.0,0.0547945205479452,278.28,0.2534254345703125,call
270.0,0.0547945205479452,278.28,0.22974403076171873,call
275.0,0.0547945205479452,278.28,0.20990780334472653,call
280.0,0.0547945205479452,278.28,0.19519847778320312,call
285.0,0.0547945205479452,278.28,0.1828694995117187,call
290.0,0.0547945205479452,278.28,0.17993984130859375,call
295.0,0.0547945205479452,278.28,0.18042811767578126,call
300.0,0.0547945205479452,278.28,0.18531088134765622,call
305.0,0.0547945205479452,278.28,0.1928791650390625,call
310.0,0.0547945205479452,278.28,0.20410952148437497,call
315.0,0.0547945205479452,278.28,0.2148516015625,call
320.0,0.0547945205479452,278.28,0.23828886718749998,call
325.0,0.0547945205479452,278.28,0.3242255078124999,call
330.0,0.0547945205479452,278.28,0.2910227148437499,call
335.0,0.0547945205479452,278.28,0.3789124609375,call
340.0,0.0547945205479452,278.28,0.40381455566406255,call
345.0,0.0547945205479452,278.28,0.42529871582031253,call
350.0,0.0547945205479452,278.28,0.43506424316406256,call
355.0,0.0547945205479452,278.28,0.4721732470703125,call
400.0,0.0547945205479452,278.28,0.6113320117187502,call
150.0,0.07397260273972603,278.28,1.1279340478515625,call
